addition,1,42,,,,,,,,,,,,,,,,,,,,,,,
additional,1,43,,,,,,,,,,,,,,,,,,,,,,,
address,1,44,,,,,,,,,,,,,,,,,,,,,,,
adequate,1,45,,,,,,,,,,,,,,,,,,,,,,,
adjust,1,46,,,,,,,,,,,,,,,,,,,,,,,
adjustment,1,47,,,,,,,,,,,,,,,,,,,,,,,
administration,1,48,,,,,,,,,,,,,,,,,,,,,,,
administrator,1,49,,,,,,,,,,,,,,,,,,,,,,,
admire,1,50,,,,,,,,,,,,,,,,,,,,,,,
admission,1,51,,,,,,,,,,,,,,,,,,,,,,,
admit,1,52,,,,,,,,,,,,,,,,,,,,,,,
adolescent,1,53,,,,,,,,,,,,,,,,,,,,,,,
adopt,1,54,,,,,,,,,,,,,,,,,,,,,,,
adult,1,55,,,,,,,,,,,,,,,,,,,,,,,
advance,1,56,,,,,,,,,,,,,,,,,,,,,,,
advanced,1,57,,,,,,,,,,,,,,,,,,,,,,,
advantage,1,58,,,,,,,,,,,,,,,,,,,,,,,
adventure,1,59,,,,,,,,,,,,,,,,,,,,,,,
advertising,1,60,,,,,,,,,,,,,,,,,,,,,,,
advice,1,61,,,,,,,,,,,,,,,,,,,,,,,
advise,1,62,,,,,,,,,,,,,,,,,,,,,,,
adviser,1,63,,,,,,,,,,,,,,,,,,,,,,,
advocate,1,64,,,,,,,,,,,,,,,,,,,,,,,
affair,1,65,,,,,,,,,,,,,,,,,,,,,,,
affect,1,66,,,,,,,,,,,,,,,,,,,,,,,
afford,1,67,,,,,,,,,,,,,,,,,,,,,,,
afraid,1,68,,,,,,,,,,,,,,,,,,,,,,,
African,1,69,,,,,,,,,,,,,,,,,,,,,,,
African-American,1,70,,,,,,,,,,,,,,,,,,,,,,,
after,1,71,,,,,,,,,,,,,,,,,,,,,,,
afternoon,1,72,,,,,,,,,,,,,,,,,,,,,,,
again,2,73,,,,,,,,,,,,,,,,,,,,,,,
against,1,74,,,,,,,,,,,,,,,,,,,,,,,
age,1,75,,,,,,,,,,,,,,,,,,,,,,,
agency,1,76,,,,,,,,,,,,,,,,,,,,,,,
agenda,1,77,,,,,,,,,,,,,,,,,,,,,,,
agent,1,78,,,,,,,,,,,,,,,,,,,,,,,
aggressive,1,79,,,,,,,,,,,,,,,,,,,,,,,
ago,1,80,,,,,,,,,,,,,,,,,,,,,,,
agree,1,81,,,,,,,,,,,,,,,,,,,,,,,
agreement,1,82,,,,,,,,,,,,,,,,,,,,,,,
agricultural,1,83,,,,,,,,,,,,,,,,,,,,,,,
ah,1,84,,,,,,,,,,,,,,,,,,,,,,,
ahead,1,85,,,,,,,,,,,,,,,,,,,,,,,
aid,1,86,,,,,,,,,,,,,,,,,,,,,,,
aide,1,87,,,,,,,,,,,,,,,,,,,,,,,
AIDS,1,88,,,,,,,,,,,,,,,,,,,,,,,
aim,1,89,,,,,,,,,,,,,,,,,,,,,,,
air,1,90,,,,,,,,,,,,,,,,,,,,,,,
aircraft,1,91,,,,,,,,,,,,,,,,,,,,,,,
airline,1,92,,,,,,,,,,,,,,,,,,,,,,,
airport,1,93,,,,,,,,,,,,,,,,,,,,,,,
album,1,94,,,,,,,,,,,,,,,,,,,,,,,
alcohol,1,95,,,,,,,,,,,,,,,,,,,,,,,
alive,1,96,,,,,,,,,,,,,,,,,,,,,,,
all,1,97,,,,,,,,,,,,,,,,,,,,,,,
alliance,1,98,,,,,,,,,,,,,,,,,,,,,,,
allow,1,99,can,operation,controls,a,,,,,,,,,,,,,,,,,,,
ally,1,100,,,,,,,,,,,,,,,,,,,,,,,
almost,1,101,,,,,,,,,,,,,,,,,,,,,,,
alone,1,102,,,,,,,,,,,,,,,,,,,,,,,
along,1,103,,,,,,,,,,,,,,,,,,,,,,,
already,1,104,i,have,,,,,,,,,,,,,,,,,,,,,
also,1,105,control,known,,,,,,,,,,,,,,,,,,,,,
alter,1,106,,,,,,,,,,,,,,,,,,,,,,,
alternative,1,107,,,,,,,,,,,,,,,,,,,,,,,
although,1,108,,,,,,,,,,,,,,,,,,,,,,,
always,1,109,,,,,,,,,,,,,,,,,,,,,,,
AM,1,110,,,,,,,,,,,,,,,,,,,,,,,
amazing,1,111,,,,,,,,,,,,,,,,,,,,,,,
American,1,112,,,,,,,,,,,,,,,,,,,,,,,
among,1,113,,,,,,,,,,,,,,,,,,,,,,,
amount,1,114,,,,,,,,,,,,,,,,,,,,,,,
analysis,1,115,,,,,,,,,,,,,,,,,,,,,,,
analyst,1,116,,,,,,,,,,,,,,,,,,,,,,,
analyze,1,117,,,,,,,,,,,,,,,,,,,,,,,
ancient,1,118,,,,,,,,,,,,,,,,,,,,,,,
and,1,119,positive,negative,pamphlet,a,formal,informal,tastes,experiences,,,,,,,,,,,,,,,
anger,1,120,,,,,,,,,,,,,,,,,,,,,,,
angle,1,121,,,,,,,,,,,,,,,,,,,,,,,
angry,1,122,,,,,,,,,,,,,,,,,,,,,,,
animal,1,123,,,,,,,,,,,,,,,,,,,,,,,
anniversary,1,124,,,,,,,,,,,,,,,,,,,,,,,
announce,1,125,,,,,,,,,,,,,,,,,,,,,,,
annual,1,126,,,,,,,,,,,,,,,,,,,,,,,
another,1,127,operate,device,,,,,,,,,,,,,,,,,,,,,
answer,1,128,,,,,,,,,,,,,,,,,,,,,,,
anticipate,1,129,,,,,,,,,,,,,,,,,,,,,,,
anxiety,1,130,,,,,,,,,,,,,,,,,,,,,,,
any,1,131,,,,,,,,,,,,,,,,,,,,,,,
anybody,1,132,,,,,,,,,,,,,,,,,,,,,,,
anymore,1,133,,,,,,,,,,,,,,,,,,,,,,,
anyone,1,134,,,,,,,,,,,,,,,,,,,,,,,
anything,1,135,,,,,,,,,,,,,,,,,,,,,,,
anyway,1,136,,,,,,,,,,,,,,,,,,,,,,,
anywhere,1,137,,,,,,,,,,,,,,,,,,,,,,,
apart,1,138,,,,,,,,,,,,,,,,,,,,,,,
apartment,1,139,,,,,,,,,,,,,,,,,,,,,,,
apparent,1,140,,,,,,,,,,,,,,,,,,,,,,,
apparently,1,141,,,,,,,,,,,,,,,,,,,,,,,
appeal,1,142,,,,,,,,,,,,,,,,,,,,,,,
appear,1,143,,,,,,,,,,,,,,,,,,,,,,,
appearance,1,144,,,,,,,,,,,,,,,,,,,,,,,
apple,1,145,,,,,,,,,,,,,,,,,,,,,,,
application,1,146,,,,,,,,,,,,,,,,,,,,,,,
apply,1,147,,,,,,,,,,,,,,,,,,,,,,,
appoint,1,148,,,,,,,,,,,,,,,,,,,,,,,
appointment,1,149,,,,,,,,,,,,,,,,,,,,,,,
appreciate,1,150,,,,,,,,,,,,,,,,,,,,,,,
approach,1,151,,,,,,,,,,,,,,,,,,,,,,,
appropriate,1,152,,,,,,,,,,,,,,,,,,,,,,,
approval,1,153,,,,,,,,,,,,,,,,,,,,,,,
approve,1,154,,,,,,,,,,,,,,,,,,,,,,,
approximately,1,155,,,,,,,,,,,,,,,,,,,,,,,
Arab,1,156,,,,,,,,,,,,,,,,,,,,,,,
architect,1,157,,,,,,,,,,,,,,,,,,,,,,,
area,1,158,,,,,,,,,,,,,,,,,,,,,,,
argue,1,159,,,,,,,,,,,,,,,,,,,,,,,
argument,1,160,own,but,,,,,,,,,,,,,,,,,,,,,
arise,1,161,,,,,,,,,,,,,,,,,,,,,,,
arm,1,162,,,,,,,,,,,,,,,,,,,,,,,
armed,1,163,,,,,,,,,,,,,,,,,,,,,,,
army,1,164,,,,,,,,,,,,,,,,,,,,,,,
around,1,165,,,,,,,,,,,,,,,,,,,,,,,
arrange,1,166,,,,,,,,,,,,,,,,,,,,,,,
arrangement,1,167,,,,,,,,,,,,,,,,,,,,,,,
arrest,1,168,,,,,,,,,,,,,,,,,,,,,,,
arrival,1,169,,,,,,,,,,,,,,,,,,,,,,,
arrive,1,170,,,,,,,,,,,,,,,,,,,,,,,
art,1,171,,,,,,,,,,,,,,,,,,,,,,,
article,1,172,an,a,,,,,,,,,,,,,,,,,,,,,
artist,1,173,,,,,,,,,,,,,,,,,,,,,,,
artistic,1,174,,,,,,,,,,,,,,,,,,,,,,,
as,1,175,classified,formal,known,a,such,reach,when,,,,,,,,,,,,,,,,
Asian,1,176,,,,,,,,,,,,,,,,,,,,,,,
aside,1,177,,,,,,,,,,,,,,,,,,,,,,,
ask,1,178,,,,,,,,,,,,,,,,,,,,,,,
asleep,1,179,,,,,,,,,,,,,,,,,,,,,,,
aspect,1,180,,,,,,,,,,,,,,,,,,,,,,,
assault,1,181,,,,,,,,,,,,,,,,,,,,,,,
assert,1,182,,,,,,,,,,,,,,,,,,,,,,,
assess,1,183,,,,,,,,,,,,,,,,,,,,,,,
assessment,1,184,,,,,,,,,,,,,,,,,,,,,,,
asset,1,185,,,,,,,,,,,,,,,,,,,,,,,
assign,1,186,,,,,,,,,,,,,,,,,,,,,,,
assignment,1,187,,,,,,,,,,,,,,,,,,,,,,,
assist,1,188,,,,,,,,,,,,,,,,,,,,,,,
assistance,1,189,,,,,,,,,,,,,,,,,,,,,,,
assistant,1,190,,,,,,,,,,,,,,,,,,,,,,,
associate,1,191,,,,,,,,,,,,,,,,,,,,,,,
association,1,192,,,,,,,,,,,,,,,,,,,,,,,
assume,1,193,,,,,,,,,,,,,,,,,,,,,,,
assumption,1,194,,,,,,,,,,,,,,,,,,,,,,,
assure,1,195,,,,,,,,,,,,,,,,,,,,,,,
at,1,196,,,,,,,,,,,,,,,,,,,,,,,
athlete,1,197,,,,,,,,,,,,,,,,,,,,,,,
athletic,1,198,,,,,,,,,,,,,,,,,,,,,,,
atmosphere,1,199,,,,,,,,,,,,,,,,,,,,,,,
attach,1,200,,,,,,,,,,,,,,,,,,,,,,,
attack,1,201,,,,,,,,,,,,,,,,,,,,,,,
attempt,1,202,,,,,,,,,,,,,,,,,,,,,,,
attend,1,203,,,,,,,,,,,,,,,,,,,,,,,
attention,1,204,,,,,,,,,,,,,,,,,,,,,,,
attitude,1,205,,,,,,,,,,,,,,,,,,,,,,,
attorney,1,206,,,,,,,,,,,,,,,,,,,,,,,
attract,1,207,,,,,,,,,,,,,,,,,,,,,,,
attractive,1,208,,,,,,,,,,,,,,,,,,,,,,,
attribute,1,209,,,,,,,,,,,,,,,,,,,,,,,
audience,1,210,,,,,,,,,,,,,,,,,,,,,,,
author,1,211,the,s,,,,,,,,,,,,,,,,,,,,,
authority,1,212,,,,,,,,,,,,,,,,,,,,,,,
auto,1,213,,,,,,,,,,,,,,,,,,,,,,,
available,1,214,,,,,,,,,,,,,,,,,,,,,,,
average,1,215,,,,,,,,,,,,,,,,,,,,,,,
avoid,1,216,,,,,,,,,,,,,,,,,,,,,,,
award,1,217,,,,,,,,,,,,,,,,,,,,,,,
aware,1,218,,,,,,,,,,,,,,,,,,,,,,,
awareness,1,219,,,,,,,,,,,,,,,,,,,,,,,
away,1,220,,,,,,,,,,,,,,,,,,,,,,,
awful,1,221,,,,,,,,,,,,,,,,,,,,,,,
baby,1,222,,,,,,,,,,,,,,,,,,,,,,,
back,1,223,,,,,,,,,,,,,,,,,,,,,,,
background,1,224,,,,,,,,,,,,,,,,,,,,,,,
bad,1,225,,,,,,,,,,,,,,,,,,,,,,,
badly,1,226,,,,,,,,,,,,,,,,,,,,,,,
bag,1,227,,,,,,,,,,,,,,,,,,,,,,,
bake,1,228,,,,,,,,,,,,,,,,,,,,,,,
balance,1,229,,,,,,,,,,,,,,,,,,,,,,,
ball,1,230,,,,,,,,,,,,,,,,,,,,,,,
ban,1,231,,,,,,,,,,,,,,,,,,,,,,,
band,1,232,,,,,,,,,,,,,,,,,,,,,,,
bank,1,233,,,,,,,,,,,,,,,,,,,,,,,
bar,1,234,,,,,,,,,,,,,,,,,,,,,,,
barely,1,235,,,,,,,,,,,,,,,,,,,,,,,
barrel,1,236,,,,,,,,,,,,,,,,,,,,,,,
barrier,1,237,,,,,,,,,,,,,,,,,,,,,,,
base,1,238,,,,,,,,,,,,,,,,,,,,,,,
baseball,1,239,,,,,,,,,,,,,,,,,,,,,,,
basic,1,240,,,,,,,,,,,,,,,,,,,,,,,
basically,1,241,,,,,,,,,,,,,,,,,,,,,,,
basis,1,242,,,,,,,,,,,,,,,,,,,,,,,
basket,1,243,,,,,,,,,,,,,,,,,,,,,,,
basketball,1,244,,,,,,,,,,,,,,,,,,,,,,,
bathroom,1,245,,,,,,,,,,,,,,,,,,,,,,,
battery,1,246,,,,,,,,,,,,,,,,,,,,,,,
battle,1,247,,,,,,,,,,,,,,,,,,,,,,,
be,4,248,can,used,not,able,,,,,,,,,,,,,,,,,,,
beach,1,249,,,,,,,,,,,,,,,,,,,,,,,
bean,1,250,,,,,,,,,,,,,,,,,,,,,,,
bear,1,251,,,,,,,,,,,,,,,,,,,,,,,
beat,1,252,,,,,,,,,,,,,,,,,,,,,,,
beautiful,1,253,,,,,,,,,,,,,,,,,,,,,,,
beauty,1,254,,,,,,,,,,,,,,,,,,,,,,,
because,1,255,,,,,,,,,,,,,,,,,,,,,,,
become,1,256,,,,,,,,,,,,,,,,,,,,,,,
bed,1,257,,,,,,,,,,,,,,,,,,,,,,,
bedroom,1,258,,,,,,,,,,,,,,,,,,,,,,,
beer,1,259,,,,,,,,,,,,,,,,,,,,,,,
before,1,260,,,,,,,,,,,,,,,,,,,,,,,
begin,1,261,,,,,,,,,,,,,,,,,,,,,,,
beginning,1,262,,,,,,,,,,,,,,,,,,,,,,,
behavior,1,263,,,,,,,,,,,,,,,,,,,,,,,
behind,1,264,,,,,,,,,,,,,,,,,,,,,,,
being,1,265,,,,,,,,,,,,,,,,,,,,,,,
belief,1,266,,,,,,,,,,,,,,,,,,,,,,,
believe,1,267,,,,,,,,,,,,,,,,,,,,,,,
bell,1,268,,,,,,,,,,,,,,,,,,,,,,,
belong,1,269,,,,,,,,,,,,,,,,,,,,,,,
below,1,270,,,,,,,,,,,,,,,,,,,,,,,
belt,1,271,,,,,,,,,,,,,,,,,,,,,,,
bench,1,272,,,,,,,,,,,,,,,,,,,,,,,
bend,1,273,,,,,,,,,,,,,,,,,,,,,,,
beneath,1,274,,,,,,,,,,,,,,,,,,,,,,,
benefit,1,275,,,,,,,,,,,,,,,,,,,,,,,
beside,1,276,,,,,,,,,,,,,,,,,,,,,,,
besides,1,277,,,,,,,,,,,,,,,,,,,,,,,
best,1,278,function,when,,,,,,,,,,,,,,,,,,,,,
bet,1,279,,,,,,,,,,,,,,,,,,,,,,,
better,1,280,,,,,,,,,,,,,,,,,,,,,,,
between,1,281,,,,,,,,,,,,,,,,,,,,,,,
beyond,1,282,,,,,,,,,,,,,,,,,,,,,,,
Bible,1,283,,,,,,,,,,,,,,,,,,,,,,,
big,1,284,,,,,,,,,,,,,,,,,,,,,,,
bike,1,285,,,,,,,,,,,,,,,,,,,,,,,
bill,1,286,,,,,,,,,,,,,,,,,,,,,,,
billion,1,287,,,,,,,,,,,,,,,,,,,,,,,
bind,1,288,,,,,,,,,,,,,,,,,,,,,,,
biological,1,289,,,,,,,,,,,,,,,,,,,,,,,
bird,1,290,,,,,,,,,,,,,,,,,,,,,,,
birth,1,291,,,,,,,,,,,,,,,,,,,,,,,
birthday,1,292,,,,,,,,,,,,,,,,,,,,,,,
bit,1,293,,,,,,,,,,,,,,,,,,,,,,,
bite,1,294,,,,,,,,,,,,,,,,,,,,,,,
black,1,295,,,,,,,,,,,,,,,,,,,,,,,
blade,1,296,,,,,,,,,,,,,,,,,,,,,,,
blame,1,297,,,,,,,,,,,,,,,,,,,,,,,
blanket,1,298,,,,,,,,,,,,,,,,,,,,,,,
blind,1,299,,,,,,,,,,,,,,,,,,,,,,,
block,1,300,,,,,,,,,,,,,,,,,,,,,,,
blood,1,301,,,,,,,,,,,,,,,,,,,,,,,
blow,1,302,,,,,,,,,,,,,,,,,,,,,,,
blue,1,303,,,,,,,,,,,,,,,,,,,,,,,
board,1,304,,,,,,,,,,,,,,,,,,,,,,,
boat,1,305,,,,,,,,,,,,,,,,,,,,,,,
body,1,306,,,,,,,,,,,,,,,,,,,,,,,
bomb,3,307,,,,,,,,,,,,,,,,,,,,,,,
bombing,1,308,,,,,,,,,,,,,,,,,,,,,,,
bond,1,309,,,,,,,,,,,,,,,,,,,,,,,
bone,1,310,,,,,,,,,,,,,,,,,,,,,,,
book,1,311,,,,,,,,,,,,,,,,,,,,,,,
boom,1,312,,,,,,,,,,,,,,,,,,,,,,,
boot,1,313,,,,,,,,,,,,,,,,,,,,,,,
border,1,314,,,,,,,,,,,,,,,,,,,,,,,
born,1,315,,,,,,,,,,,,,,,,,,,,,,,
borrow,1,316,,,,,,,,,,,,,,,,,,,,,,,
boss,1,317,,,,,,,,,,,,,,,,,,,,,,,
both,1,318,,,,,,,,,,,,,,,,,,,,,,,
bother,1,319,,,,,,,,,,,,,,,,,,,,,,,
bottle,1,320,,,,,,,,,,,,,,,,,,,,,,,
bottom,1,321,,,,,,,,,,,,,,,,,,,,,,,
boundary,1,322,,,,,,,,,,,,,,,,,,,,,,,
bowl,1,323,,,,,,,,,,,,,,,,,,,,,,,
box,1,324,,,,,,,,,,,,,,,,,,,,,,,
boy,3,325,,,,,,,,,,,,,,,,,,,,,,,
boyfriend,1,326,,,,,,,,,,,,,,,,,,,,,,,
brain,1,327,,,,,,,,,,,,,,,,,,,,,,,
branch,1,328,,,,,,,,,,,,,,,,,,,,,,,
brand,1,329,,,,,,,,,,,,,,,,,,,,,,,
bread,1,330,,,,,,,,,,,,,,,,,,,,,,,
break,1,331,,,,,,,,,,,,,,,,,,,,,,,
breakfast,1,332,,,,,,,,,,,,,,,,,,,,,,,
breast,1,333,,,,,,,,,,,,,,,,,,,,,,,
breath,1,334,,,,,,,,,,,,,,,,,,,,,,,
breathe,1,335,,,,,,,,,,,,,,,,,,,,,,,
brick,1,336,,,,,,,,,,,,,,,,,,,,,,,
bridge,1,337,,,,,,,,,,,,,,,,,,,,,,,
brief,1,338,,,,,,,,,,,,,,,,,,,,,,,
briefly,1,339,,,,,,,,,,,,,,,,,,,,,,,
bright,1,340,,,,,,,,,,,,,,,,,,,,,,,
brilliant,1,341,,,,,,,,,,,,,,,,,,,,,,,
bring,1,342,,,,,,,,,,,,,,,,,,,,,,,
British,1,343,,,,,,,,,,,,,,,,,,,,,,,
broad,1,344,,,,,,,,,,,,,,,,,,,,,,,
broken,1,345,,,,,,,,,,,,,,,,,,,,,,,
brother,1,346,,,,,,,,,,,,,,,,,,,,,,,
brown,1,347,,,,,,,,,,,,,,,,,,,,,,,
brush,1,348,,,,,,,,,,,,,,,,,,,,,,,
buck,1,349,,,,,,,,,,,,,,,,,,,,,,,
budget,1,350,,,,,,,,,,,,,,,,,,,,,,,
build,1,351,,,,,,,,,,,,,,,,,,,,,,,
building,1,352,,,,,,,,,,,,,,,,,,,,,,,
bullet,1,353,,,,,,,,,,,,,,,,,,,,,,,
bunch,1,354,,,,,,,,,,,,,,,,,,,,,,,
burden,1,355,,,,,,,,,,,,,,,,,,,,,,,
burn,1,356,,,,,,,,,,,,,,,,,,,,,,,
bury,1,357,,,,,,,,,,,,,,,,,,,,,,,
bus,1,358,,,,,,,,,,,,,,,,,,,,,,,
business,1,359,,,,,,,,,,,,,,,,,,,,,,,
busy,1,360,,,,,,,,,,,,,,,,,,,,,,,
but,1,361,argument,the,,,,,,,,,,,,,,,,,,,,,
butter,1,362,,,,,,,,,,,,,,,,,,,,,,,
button,1,363,,,,,,,,,,,,,,,,,,,,,,,
buy,1,364,,,,,,,,,,,,,,,,,,,,,,,
buyer,1,365,,,,,,,,,,,,,,,,,,,,,,,
by,1,366,characterized,serious,the,,,,,,,,,,,,,,,,,,,,
cabin,1,367,,,,,,,,,,,,,,,,,,,,,,,
cabinet,1,368,,,,,,,,,,,,,,,,,,,,,,,
cable,1,369,,,,,,,,,,,,,,,,,,,,,,,
cake,1,370,,,,,,,,,,,,,,,,,,,,,,,
calculate,1,371,,,,,,,,,,,,,,,,,,,,,,,
call,1,372,,,,,,,,,,,,,,,,,,,,,,,
camera,1,373,,,,,,,,,,,,,,,,,,,,,,,
camp,1,374,,,,,,,,,,,,,,,,,,,,,,,
campaign,1,375,,,,,,,,,,,,,,,,,,,,,,,
campus,1,376,,,,,,,,,,,,,,,,,,,,,,,
can,1,377,control,be,allow,,,,,,,,,,,,,,,,,,,,
Canadian,1,378,,,,,,,,,,,,,,,,,,,,,,,
cancer,1,379,,,,,,,,,,,,,,,,,,,,,,,
candidate,1,380,,,,,,,,,,,,,,,,,,,,,,,
cap,1,381,,,,,,,,,,,,,,,,,,,,,,,
capability,1,382,,,,,,,,,,,,,,,,,,,,,,,
capable,1,383,,,,,,,,,,,,,,,,,,,,,,,
capacity,1,384,,,,,,,,,,,,,,,,,,,,,,,
capital,1,385,,,,,,,,,,,,,,,,,,,,,,,
captain,1,386,,,,,,,,,,,,,,,,,,,,,,,
capture,1,387,,,,,,,,,,,,,,,,,,,,,,,
car,1,388,,,,,,,,,,,,,,,,,,,,,,,
carbon,1,389,,,,,,,,,,,,,,,,,,,,,,,
card,1,390,,,,,,,,,,,,,,,,,,,,,,,
care,1,391,,,,,,,,,,,,,,,,,,,,,,,
career,1,392,,,,,,,,,,,,,,,,,,,,,,,
careful,1,393,,,,,,,,,,,,,,,,,,,,,,,
carefully,1,394,,,,,,,,,,,,,,,,,,,,,,,
carrier,1,395,,,,,,,,,,,,,,,,,,,,,,,
carry,1,396,,,,,,,,,,,,,,,,,,,,,,,
case,1,397,,,,,,,,,,,,,,,,,,,,,,,
cash,1,398,,,,,,,,,,,,,,,,,,,,,,,
cast,1,399,,,,,,,,,,,,,,,,,,,,,,,
cat,1,400,,,,,,,,,,,,,,,,,,,,,,,
catch,1,401,,,,,,,,,,,,,,,,,,,,,,,
category,1,402,,,,,,,,,,,,,,,,,,,,,,,
Catholic,1,403,,,,,,,,,,,,,,,,,,,,,,,
cause,1,404,,,,,,,,,,,,,,,,,,,,,,,
ceiling,1,405,,,,,,,,,,,,,,,,,,,,,,,
celebrate,1,406,,,,,,,,,,,,,,,,,,,,,,,
celebration,1,407,,,,,,,,,,,,,,,,,,,,,,,
celebrity,1,408,,,,,,,,,,,,,,,,,,,,,,,
cell,1,409,,,,,,,,,,,,,,,,,,,,,,,
center,1,410,,,,,,,,,,,,,,,,,,,,,,,
central,1,411,,,,,,,,,,,,,,,,,,,,,,,
century,1,412,,,,,,,,,,,,,,,,,,,,,,,
CEO,1,413,,,,,,,,,,,,,,,,,,,,,,,
ceremony,1,414,,,,,,,,,,,,,,,,,,,,,,,
certain,1,415,,,,,,,,,,,,,,,,,,,,,,,
certainly,1,416,,,,,,,,,,,,,,,,,,,,,,,
chain,1,417,,,,,,,,,,,,,,,,,,,,,,,
chair,1,418,,,,,,,,,,,,,,,,,,,,,,,
chairman,1,419,,,,,,,,,,,,,,,,,,,,,,,
challenge,1,420,,,,,,,,,,,,,,,,,,,,,,,
chamber,1,421,,,,,,,,,,,,,,,,,,,,,,,
champion,1,422,,,,,,,,,,,,,,,,,,,,,,,
championship,1,423,,,,,,,,,,,,,,,,,,,,,,,
chance,1,424,,,,,,,,,,,,,,,,,,,,,,,
change,1,425,,,,,,,,,,,,,,,,,,,,,,,
changing,1,426,,,,,,,,,,,,,,,,,,,,,,,
channel,1,427,,,,,,,,,,,,,,,,,,,,,,,
chapter,1,428,,,,,,,,,,,,,,,,,,,,,,,
character,1,429,,,,,,,,,,,,,,,,,,,,,,,
characteristic,1,430,,,,,,,,,,,,,,,,,,,,,,,
characterize,1,431,,,,,,,,,,,,,,,,,,,,,,,
charge,1,432,,,,,,,,,,,,,,,,,,,,,,,
charity,1,433,,,,,,,,,,,,,,,,,,,,,,,
chart,1,434,,,,,,,,,,,,,,,,,,,,,,,
chase,1,435,,,,,,,,,,,,,,,,,,,,,,,
cheap,1,436,,,,,,,,,,,,,,,,,,,,,,,
check,1,437,,,,,,,,,,,,,,,,,,,,,,,
cheek,1,438,,,,,,,,,,,,,,,,,,,,,,,
cheese,1,439,,,,,,,,,,,,,,,,,,,,,,,
chef,1,440,,,,,,,,,,,,,,,,,,,,,,,
chemical,1,441,,,,,,,,,,,,,,,,,,,,,,,
chest,1,442,,,,,,,,,,,,,,,,,,,,,,,
chicken,1,443,,,,,,,,,,,,,,,,,,,,,,,
chief,1,444,,,,,,,,,,,,,,,,,,,,,,,
child,1,445,,,,,,,,,,,,,,,,,,,,,,,
childhood,1,446,,,,,,,,,,,,,,,,,,,,,,,
Chinese,1,447,,,,,,,,,,,,,,,,,,,,,,,
chip,1,448,,,,,,,,,,,,,,,,,,,,,,,
chocolate,1,449,,,,,,,,,,,,,,,,,,,,,,,
choice,1,450,,,,,,,,,,,,,,,,,,,,,,,
cholesterol,1,451,,,,,,,,,,,,,,,,,,,,,,,
choose,1,452,,,,,,,,,,,,,,,,,,,,,,,
Christian,1,453,,,,,,,,,,,,,,,,,,,,,,,
Christmas,1,454,,,,,,,,,,,,,,,,,,,,,,,
church,1,455,,,,,,,,,,,,,,,,,,,,,,,
cigarette,1,456,,,,,,,,,,,,,,,,,,,,,,,
circle,1,457,,,,,,,,,,,,,,,,,,,,,,,
circumstance,1,458,,,,,,,,,,,,,,,,,,,,,,,
cite,1,459,,,,,,,,,,,,,,,,,,,,,,,
